gvkey,firmgenaiexp_estz_total,firmgenaiexp_estz_core,firmgenaiexp_estz_supplemental
64552,.4780551469546621,.4184207725832914,.0596343607033015
64568,.313103332202153,.2461278568225003,.0669754724335505
64577,.1656102376008356,.132125949310894,.0334842859490498
64623,.2739252698208605,.18401124221938,.089914022013545
64624,.194786141316096,.1457721049276491,.0490140294035276
64625,.3496193640998432,.2930887678105917,.0565305877743023
64637,.3983077000996111,.3327278829061648,.0655798127149249
64690,.2793260268825664,.2322686627169557,.0470573620323512
64699,.3980604787010542,.3270811215571743,.0709793537510916
64717,.4081168075402577,.2975800260901451,.110536765307188
64745,.3471402014466038,.270328707371046,.0768114914395675
64766,.4441871046657107,.3754163286406789,.0687707684519882
64768,.3171110369844841,.2683220516104443,.0487889794886846
64775,.3948714769046223,.3210369921954616,.073834481915193
64784,.0833333358168602,.0833333358168602,0
64794,.3799802887930465,.2967369757989731,.0832433095924428
64821,.3613074839918889,.2888734915561669,.0724339860159751
64848,.3425497486888073,.2795546920947057,.0629950509940784
64857,.4324692537198919,.3793530983987773,.0531161423919525
64894,.3180596857391141,.2669137193563772,.0511459631726463
64901,.4590952140556646,.3489344033222824,.1101608118507059
64925,.2922791766364445,.2171811022829452,.0750980723078298
64929,.4197201353540649,.3691181957983293,.0506019358225528
64934,.3555344171020098,.2969361486223835,.0585982635675464
64979,.3950368462069901,.322640508035959,.0723963328560563
64997,.3193158028336598,.2702824153511534,.0490333821342149
65006,.2525861934653573,.2100421820327848,.0425440067177518
65009,.2948200178501798,.2379649941977774,.0568550199018233
65011,.4262769703508109,.3603115253210126,.0659654386941944
65036,.4309616552113931,.3704726992140487,.0604889502326302
65084,.2861144916120177,.2425579640162357,.0435565230743332
65089,.3153484362906455,.262945772411412,.0524026597176514
65090,.3695108119569931,.3150902822448326,.0544205233863513
65092,.3174217996896194,.2659931337411887,.0514286615811763
65095,.3211636367326889,.2581203732393273,.0630432615063808
65106,.4320014126897428,.3392527583683194,.092748650439506
65108,.2729048947529471,.226933888116497,.0459710005384231
65136,.3971556011242031,.3034109394776619,.0937446586484479
65176,.3960229624522689,.3141340623023334,.0818888971681703
65220,.3195443191503485,.2440157649417719,.0755285513587296
65226,.4380365256514252,.3733991818157356,.0646373418767976
65228,.4060490229999288,.3257442229295096,.080304796732444
