comparison_key,raw_naics_examples,source_row_count,comparison_title,covered_employment_2024,occupation_count,karpathy_score,variant,comparison_level,source_file,karpathy_zscore,karpathy_percentile
5621,562100,1,Waste collection,95300,49,4.5759,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.36388079229102843,0.3978494623655914
5622,562200,1,Waste treatment and disposal,56600,62,4.2604,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.5795908839347583,0.3010752688172043
5629,562900,1,Remediation and other waste management services,110400,70,3.9858,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.7673372901641347,0.24731182795698925
6211,621100,1,Offices of physicians,2513300,132,5.1639,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,0.03813991733341898,0.5591397849462365
6212,621200,1,Offices of dentists,978300,33,3.8139,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.8848668139472,0.1881720430107527
6213,621300,1,Offices of other health practitioners,1086900,103,4.3969,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.48626464777194034,0.3387096774193548
6214,621400,1,Outpatient care centers,929500,138,4.691,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.28518592209073274,0.43010752688172044
6215,621500,1,Medical and diagnostic laboratories,245400,85,5.0961,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.00821553183756327,0.5376344086021505
6216,621600,1,Home healthcare services,1670600,85,2.5782,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.7297256419793934,0.021505376344086023
6219,621900,1,Other ambulatory healthcare services,297500,106,3.8439,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-0.864355553252075,0.20430107526881722
6231,623100,1,Nursing care facilities (skilled nursing facilities),1256300,92,2.7047,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.64323649271495,0.03225806451612903
6232,623200,1,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",598800,90,3.0488,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.4079723325418678,0.07526881720430108
6233,623300,1,Continuing care retirement communities and assisted living facilities for the elderly,772700,84,2.7186,repo_gabriel,naics4,custom_industry_exposure_repo_gabriel_4digit.csv,-1.633732941926209,0.043010752688172046
